BSNL SSA,DISTRICT,LOCATION,PS/HO,PHASE,Router,VoIP,Video Conference,Primary Link,Secondary Link,DATE,Landline No.,STATUS,USER-ID,STATIC-IP,
RCH,Ranchi,Dy. SP Khelari,HO,1,1900+800,Yes,No,LL/ 2 Mbps,,06-01-16,,Commissioned,,,
RCH,Ranchi,"Jail, Hotwar",HO,1,1900,No,No,VPNoBB,,02-05-13,0651-2270081,Commissioned,rch_jail_supdt@jkd.cctns.in,10.11.88.81,
RCH,Ranchi,"JAP-1, Doranda",HO,1,,No,No,VPNoBB,,17-01-13,0651-2482075,Commissioned,rch_mec_jap1@jkd.cctns.in,10.11.88.78,
RCH,Ranchi,"JAP-10, Hotwar",HO,1,1900,No,No,VPNoBB,,02-12-13,0651-2270080,Commissioned,commandant_jap10@jkd.cctns.in,10.11.88.82,
RCH,Ranchi,Police Line,HO,1,1900+800,Yes,No,LL/ 2 Mbps,,17-01-13,0651-2282106,Commissioned,rch_rtu_sargent@jkd.cctns.in,10.11.88.79,
RCH,Ranchi,SCRB,HO,1,1900+800,Yes,No,P2P/UTP,,06-03-16,,Commissioned,,,
RCH,Ranchi,SFSL,HO,1,1900+800,Yes,No,LL/ 2 Mbps,,06-03-16,,Commissioned,,,
RCH,Ranchi,Traffic PS,HO,1,800,Yes,No,P2P/UTP,,06-06-16,0651-2214024,Commissioned,rch_ran_traffic@jkd.cctns.in,10.11.88.80,
RCH,Ranchi,"CO JAP-2,Tatisilwai",HO,2,800,Yes,No,P2P/UTP,,16-04-16,,Commissioned,,,
RCH,Ranchi,"HQRT, Ranchi",HO,2,800,Yes,No,LL/ 2 Mbps,,06-06-16,,Commissioned,,,
RCH,Ranchi,District Control room,HO,2,800,Yes,No,LL/ 2 Mbps,,06-06-16,,Commissioned,,,
RCH,Ranchi,"DIG, Chhotanagpur",HO,2,,Yes,No,LL/ 2 Mbps,,,,Commissioned,,,
RCH,Ranchi,S.B Rural,HO,1,,No,No,VPNoBB,,09-03-12, 0651-2401470,Commissioned,rch_ran_sbrul@jkd.cctns.in,10.11.88.7,
RCH,Ranchi,S.B Town,HO,1,,No,No,VPNoBB,,09-04-12, 0651-2215093,Commissioned,rch_ran_sbtwn@jkd.cctns.in,10.11.88.3,
RCH,Ranchi,S.B Training Centre,HO,1,800,Yes,No,LL/ 2 Mbps,,05-06-16,,Commissioned,,,
RCH,Ranchi,S.P Traffic,HO,1,800,Yes,No,LL/ 2 Mbps,,06-06-16,,Commissioned,,,
RCH,Ranchi,S P Office,HO,1,ASR-1000,Yes,No,LL/ 8 Mbps,,25-05-16,,Commissioned,,,
DMK,Sahibganj,S.B Office,HO,1,,No,NO,VPNoBB,,13-09-12,06436-222171,Commissioned,sbj_ds_sb@jkd.cctns.in,10.122.66.147,
DMK,Sahibganj,Sahibganj CI,HO,2,,No,NO,VPNoBB,,25-04-13,06436-222998,Commissioned,id6436222998_vpn@jkd.cctns.in,10.122.66.148,
DMK,Sahibganj,Barhet CI (Boria CI),HO,2,,No,No,P2P/UTP,,,,Commissioned,,,
DMK,Sahibganj,SDPO Dy. SP ,HO,2,800,Yes,No,LL/ 2 Mbps,,06-11-16,,Commissioned,,,
DMK,Sahibganj,SDPO Rajmahal,HO,2,800,Yes,No,LL/ 2 Mbps,,26-05-16,,Commissioned,,,
DMK,Sahibganj,"JAP-9,Sahibganj",HO,2,800,Yes,No,LL/ 2 Mbps,,06-11-16,,Commissioned,,,
DMK,Sahibganj,Rajmahal CI,HO,2,800,Yes,No,LL/ 2 Mbps,,20-07-16,,Commissioned,,,
DMK,Sahibganj,Policeline,HO,2,800,Yes,No,LL/ 2 Mbps,,06-11-16,,Commissioned,,,
DMK,Sahibganj,District Control room,HO,2,800,Yes,No,LL/ 2 Mbps,,25-08-16,,Commissioned,,,
DMK,Sahibganj,S P Office,HO,2,,PTT,No,LL/ 2 Mbps,,27-05-16,,Commissioned,,,
JSR,Saraikela,S.B Office,HO,1,,No,No,VPNoBB,,09-04-12, 06597-234119,Commissioned,cctns_6597234119@jkd.cctns.in,10.13.99.4,
JSR,Saraikela,Adityapur CI ,HO,2,800,No,No,VPNoBB,,16-04-13,0657-2372221,Commissioned,cctns_6572372221@jkd.cctns.in,10.13.99.12,
JSR,Saraikela,Chandil CI ,HO,2,,No,No,VPNoBB,,27-04-13,06591-234811,Commissioned,cctns_6591236811@jkd.cctns.in,10.13.99.14,
JSR,Saraikela,Policeline,HO,2,800,No,No,Not Feasible,,,,,,,
JSR,Saraikela,"SDPO, Saraikela",HO,2,800,Yes,No,P2P/UTP,,23-06-16,,Commissioned,,,
JSR,Saraikela,District Control room,HO,2,800,Yes,No,LL/ 2 Mbps,,07-08-16,,Commissioned,,,
JSR,Saraikela,S P Office,HO,2,,PTT,No,LL/ 2 Mbps,VPNODongal-JIO,25-05-16,,Commissioned,,,
RCH,Simdega,Basia CI,HO,2,800,No,No,Not Feasible,,,,,basia_ci@jkd.cctns.in,10.11.88.135,
RCH,Simdega,S.B Office,HO,1,,No,No,VPNoBB,,09-04-12, 06525-225115,Commissioned,rch_sim_sb@jkd.cctns.in,10.11.88.6,
RCH,Simdega,Bano CI,HO,2,800,Yes,No,LL/ 2 Mbps,,01-03-17,,Commissioned,,,
RCH,Simdega,Simdega CI,HO,2,800,No,No,LL/ 2 Mbps,,07-04-16,,Commissioned,,,
RCH,Simdega,SDPO Simdega,HO,2,800,Yes,No,LL/ 2 Mbps,,07-04-16,,Commissioned,,,
RCH,Simdega,Policeline,HO,2,800,No,No,LL/ 2 Mbps,,07-05-16,,Commissioned,,,
RCH,Simdega,District Control room,HO,2,800,Yes,No,LL/ 2 Mbps,,07-08-16,,Commissioned,,,
RCH,Simdega,S P Office,HO,2,,PTT,No,LL/ 2 Mbps,,24-05-16,,Commissioned,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Under Bano PS
